,Tweet Date,text,Twitter Handle
639,"10,07,2021 19:58","@asabfb I watched sex education 2 days straight without sleeping from season 1-3 now I wait for 4 😁can't wait 

Buh it broke my heart when maevi left n wen you broke up with my crush 😂",Bambinomfcker
640,"10,07,2021 18:36",Sex Education is funny. I would’ve hated waiting on Season 3 😂,NyaaDuhh
641,"10,07,2021 18:11",6. Sex Education Season 3 Episode 5 (2021) https://t.co/39A6VK6sdW,AlifRozaliF
642,"10,07,2021 18:10","Season 3 of Sex Education is one of the best bits of television I've ever seen, absolute class",Charlie_Mess
643,"10,07,2021 17:39",I'm very disapointed on a graphic death of a cat in Sex Education season 3. It did not have a good plot reason neither.,Marraskuutamo
644,"10,07,2021 17:39","SO GOOD from @ruthesamuel: The depth, richness and resilience of Black queer stories truly shine in Season 3 of ""Sex Education."" https://t.co/2FNfQfKEav @ruthesamuel (i read this piece almost as quickly as I binged all of Season 3 of ""Sex Education"")",diopter
645,"10,07,2021 17:25","I finished season 3 of sex education yesterday and honestly I don’t know how I feel about the last episode.

But I now know where I’ve seen the dude who plays Jakob before: he’s the evil guy out of that Will Ferrell Eurovision film, the one who the elves kill. What range.",char_broughton
646,"10,07,2021 17:21",Sex Education (season 3) https://t.co/U0A7YlU1W8,frauckx
647,"10,07,2021 17:17",‘Sex Education’ Gets More Inclusive in Its Intimacy https://t.co/7V8Q7L96w8,MyDoctorSteve
648,"10,07,2021 16:59",@Yejosh3 @OdsRasheed @bismarckerisah @Arnoldtugumegm1 @bamwinejnr @mr___honey Sex education 😅 season 3,agabaprince2
649,"10,07,2021 16:53","https://t.co/K3Usia5cb5 News Update 

    What 'Sex Education' Gets Right About Black Queer Stories

 - Writer Temi Wilkey and breakout star Dua Saleh discuss how Season 3 of the Netflix series tells Black queer stories through a nuanced lens.

...",MySoulRadio
650,"10,07,2021 15:51","Finally got round to watching Sex Education, ended up watching 3 seasons in less than a week. Now I need season 4 IMMEDIATELY https://t.co/xD5WeHy6gT",beckyzombified
651,"10,07,2021 15:51","I hate everyone in season 3. The only reason it's still worth watching is because of him. It must be very tiring for him to carry the entire season by himself.

Sex Education's Connor Swindells didn't think being an actor 'was what a... https://t.co/SLr5Xcrojy via @YouTube",ronagael
652,"10,07,2021 15:39","Why does no one talk about sex education 
It’s probably the best show on Netflix, season 3 dropped and no ones talking about it",DanAbnormal_
653,"10,07,2021 15:34",Sex Education isn't that bad guysss season 3 is pretty funny,_Gamethon
654,"10,07,2021 15:17","The depth, richness and resilience of Black queer stories truly shine in Season 3 of ""Sex Education."" 

“It’s really careful about the ways that it brings in different communities to its audience,” said Dua Saleh. 

https://t.co/syvibzfmzx",marczak_rob
655,"10,07,2021 14:50","For my first @HuffPost story, I chatted with writer @twilkeyway &amp; actor @doitlikedua about bridging Blackness, queerness, and African heritage, and how season 3 of #SexEducation tells Black queer stories through a nuanced lens: https://t.co/XCiZFuJbZq",ruthesamuel
656,"10,07,2021 14:41",@hildamargie @Ssentongopeter5 Sex education season 3,ssemwangaedgar
657,"10,07,2021 14:33",WHY DID NO ONE TELL ME JASON ISSACS IS SEX EDUCATION SEASON 3?!?!,Too_Many_Nicks
658,"10,07,2021 14:25","@ezrafurman Really liking the songs from ""Sex Education"" (Season 3)!!!",thissmallplanet
659,"10,07,2021 14:05",WFH day so I started watching Sex Education season 3 and the opening scene is BRILLIANT.,SamRoseWatson
660,"10,07,2021 14:01","Anyone else watching Sex Education Season 3 on Netflix?

The Peaches cover of fuck the pain away is awesome 

https://t.co/H98kfc2FVj",Salsa_Bear
661,"10,07,2021 14:00",Writer Temi Wilkey and breakout star Dua Saleh discuss how Season 3 of the Netflix series tells Black queer stories through a nuanced lens. https://t.co/YSchgd0DiB,HuffPost
662,"10,07,2021 14:00",Writer Temi Wilkey and breakout star Dua Saleh discuss how Season 3 of the Netflix series tells Black queer stories through a nuanced lens. https://t.co/jl5OP1EDcj,huffpostqueer
663,"10,07,2021 14:00",Writer Temi Wilkey and breakout star Dua Saleh discuss how Season 3 of the Netflix series tells Black queer stories through a nuanced lens. https://t.co/Fw0gq2Wi8M,HuffPostWomen
664,"10,07,2021 14:00",Writer Temi Wilkey and breakout star Dua Saleh discuss how Season 3 of the Netflix series tells Black queer stories through a nuanced lens. https://t.co/svonvDdnt1,blackvoices
665,"10,07,2021 14:00",Writer Temi Wilkey and breakout star Dua Saleh discuss how Season 3 of the Netflix series tells Black queer stories through a nuanced lens. https://t.co/f2SoNXhNyA,HuffPostEnt
666,"10,07,2021 13:51",Finished Sex Education season 2. Now on to season 3. Nyehe. I might say I'm loving Adam so much now. 😭❤,blossompleasure
667,"10,07,2021 13:47",This show gets it! I love how I learn so much even when I'm being taken on this roller coaster ride of emotions. I can't wait for a new season of #sexeducation https://t.co/U3ke5uwEFR,KeishelNOTKesha
668,"10,07,2021 13:24","#SexEducation Season 3: Here’s How #Michael &amp; #AdamGroff Bring In A New Vision For Men

By: @Archii033 

#Koimoi 

https://t.co/MnJpYsoQWP",Koimoi
669,"10,07,2021 13:13","Watching sex education season 3 and there's a nonbinary character and they actually showed their binder,, https://t.co/S7yTwNbzBu",IneffableBrinky
670,"10,07,2021 12:54","Sex Education season 3: Lines that didn't make cut in Anwar HIV scene - Metro: Alix, who's worked on the show since the start, spoke to https://t.co/QpeeAiSuRO about ... a sexual health clinic about his fears regarding HIV and Aids as a gay teen. https://t.co/rb8PCzUX5A",Pairsonnalites
671,"10,07,2021 12:44",The character development in season 3 of Sex Education was impeccable 🥺.,ylandahhhh
672,"10,07,2021 12:44",Anyone else ball their eyes out at the Sex Education Season 3 finale? 😭,AbiONeill17
673,"10,07,2021 11:54",Just finished season 3 of Sex Education definitely my favorite season thus far! Ready for season 4 #Netflix,callmegorjess
674,"10,07,2021 11:46",Adam's character development in season 3 of sex education&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;😍,faiyeee_
675,"10,07,2021 11:29",Honestly Ruby and Adam deserved so much better in season 3 of Sex Education,lxvvn
676,"10,07,2021 11:09",season 3 of sex education kinda sucks ngl,pixihope
677,"10,07,2021 10:56",I feel like no one in Sex Education has anything to do… 😅 idk. Season 3 is fine but I think they’ve run out of ideas.,devereuxxo
678,"10,07,2021 10:15",@holybeerjesus It’s like Season 3 of Sex Education and reviews going “wows what a dark turn” and I’m like wait this is Singapore,lim_jialiang
679,"10,07,2021 9:52",just finished season 3 of sex education. how did i go from hating adam to literally being in love with him? 😭😭,fatouukb_
680,"10,07,2021 9:32",bref sex education season 3: ✅,ANISTWIFT
681,"10,07,2021 9:31","Sex education season 3 telegram link please ….

TIA 😁",_urstruly__sai_
682,"10,07,2021 8:40","i just hop onto sex education season 3 and this maeve n isaac scene was hands down beautifully, has got to be the most intimate n sensual one, def love this.
https://t.co/ZDRtjIG24J",oIIiesyit
683,"10,07,2021 8:29","If Season 3 of Sex Education made one thing abundantly clear, it’s that no one has had more character growth than sweet ole Adam Groff. 😐💔 

#sexeducation3 #ikimbitlateforthis #Fforfallenhomie https://t.co/piwSn9NAVB",dilumwijerathne
684,"10,07,2021 8:22",Sex Education Season 3 https://t.co/1cbsui4W1V,alisonrosalie
685,"10,07,2021 8:05",rewatching sex education season 3 for 3 time 😁,yournobodys
686,"10,07,2021 7:20","Sex Education | Season 3 | Official Trailer | Netflix 
Link - https://t.co/mjdvlEVdSd
Like #ViewsLk for more #Entertainment #News https://t.co/FBmgX8eHPw",viewslk
687,"10,07,2021 7:12","Sex Education Unpacked is Season 3's brand new companion show, where cast members and guests meet to discuss some of the show’s most important topics. https://t.co/ZrZ02AITlr - NetflixUK",CinemApp_CineUK
688,"10,07,2021 7:07",https://t.co/fAqbuKpk24 (LV.9) ‘Sex Education’ Gets More Inclusive in Its Intimacy - The New York Times https://t.co/czDNOQ0soa,eztango
689,"10,07,2021 6:57","@Lemon_emonn sex education was sooo good. i really sympathized with ruby during season 3 :’) but did you want something from netflix specifically? bc i have some that aren’t on netflix. there’s one tree hill, smallville, and roswell (the original)",idlewaved
690,"10,07,2021 6:53","@neilvincentt9 Yet not watching 
Just over with sex education season 3",uanepaliguy
691,"10,07,2021 6:32","Squid Game, Ted Lasso, Midnight Mass, Season 3 of Sex Education, all these great shows people are talking about right now that I'm sure I'd love, meanwhile I'm over here still binging a goofy crime drama from 2008",GreenBeanSuprem
692,"10,07,2021 6:30",Why is Sex Education genuinely one of the best shows I've ever seen and why does it feel like a 3 season long therapy session,mynameisntparis
693,"10,07,2021 6:06","Continuing with its frank but sensitive depictions of teen sexuality, Season 3 of ""Sex Education"" includes stories about queer relationships, gender presentation, intimacy with a disability and other topics that are rarely seen on mainstream television. https://t.co/qTN6WigjRx",nytimes
694,"10,07,2021 5:41","me, watching season 3 of sex education: omg this is sooooo ideological",dadfister420
695,"10,07,2021 5:22","today I watched all of sex education season 3 while I cleaned (scrubbed) my entire apartment, did all my laundry, *and* washed my sheets. my car is clean and my to-do list is almost complete!!! just a quick humble brag bc I am proud of myself. (still cried in the shower tho lol)",katywadey
696,"10,07,2021 5:02",Does anyone here watch Sex Education &amp; wanna talk about it? THAT SEASON 3 FINALE PATERNITY TEST?!?! WHY CAN’T MY SWEET JAKOB JUST BE HAPPY??,notthatlola
697,"10,07,2021 5:00",Watching season 3 of Sex Education on Netflix and the new non-binary character moved to Moordale from ... Minneapolis? https://t.co/MSossqXCW6,redveale
698,"10,07,2021 4:18",Maybe the best season of Sex Education. Season 3 was an emotional roller coaster.,ACR23XX
699,"10,07,2021 4:13","about halfway through sex education season 3 and i love cal, love ruby and probably an unpopular opinion but maeve/isaac is way better to me than otis/maeve",korrasatx
700,"10,07,2021 3:57",Dammit. I finished season 3 of Sex Education. Now I have to wait again.,pccm_doc
701,"10,07,2021 3:56",I was bored so I continued watching sex education on Netflix and now I’m on the last episode of season 3 and I never thought I’ll think this but Adam became one of my favorite characters 💀,HeartSmilesOt7
702,"10,07,2021 3:30",Season 3 of sex education is giving democracy prep but on meth....,t_tjmm
703,"10,07,2021 3:22",The headmaster in season 3 of Sex Education might be one of the most vile characters I’ve ever encountered.,kyleshevlin
704,"10,07,2021 3:03",Sex Education Season 3 😘 *chefs kiss,a_alysssssa
705,"10,06,2021 23:40","Sex education season 3 episode 4 .... I wasn't ready! Perfect example of asking for permission, asking for what you want and explaining to your partner how your body works 😍",sexcoachadeline
706,"10,06,2021 23:21","The intimate scene between Isaac and Maeve in #SexEducation Season 3 is ""one of the hottest, most beautiful and most respectful scenes to appear in television or film… ever"" according to @michaeldiiorio1 at @pedestriandaily https://t.co/CsGPHxosl3",NetflixANZ
707,"10,06,2021 23:19",‘Sex Education’ Gets More Inclusive in Its Intimacy https://t.co/vWgl0oo7T6,OurPlanet2024
708,"10,06,2021 23:19","SERIES: Sex Education (Complete Season 3) https://t.co/hMj6QucX60 Hollywood, Movie, Series https://t.co/lwwxrsxDKs",afrohypmedia
709,"10,06,2021 22:59",Sex Education season 3 left me very disappointed,liljellybean4
710,"10,06,2021 22:42",Finally got to season 3 of sex education and have avoided all spoilers until about 2 minutes ago and I am fuming!,Crog96
711,"10,06,2021 22:42",Vulnerability is Your Best Friend: Thoughts on Sex Education Season 3 https://t.co/EZur7T1hVz,TheBannerCSI
712,"10,06,2021 22:34",sex education season 3 then this late night I got it in HD now https://t.co/hyWDYD5oev https://t.co/PNIzLPgRqz,Vincognitoo
713,"10,06,2021 22:31","Watched the episode today in sex education where Adam confesses he's a bottom 😂
The way I called it without even watching the season 3 😂",Nevermetswift
714,"10,06,2021 22:29",Eric in sex education season 3 episode 3 22 minutes in https://t.co/VeimQBMZth,riverofhell
715,"10,06,2021 22:28",everyone in sex education season 3 after rahim threw his shit out of the bus: https://t.co/jWcDzkZBWc,ghostofsome1
716,"10,06,2021 22:03","I’m just now watching season 3 of sex education and I can’t believe my nigga Otis is fuckin Ruby 😭 I’m too happy , fuck a bitch named mauve 😂😂",keribabyy29
717,"10,06,2021 22:00","*literal chefs kiss*

📺: Sex Education Season 3 (TV-MA) is now streaming https://t.co/vAL3sdyLfu",netflixfamily
718,"10,06,2021 21:55",jean milburn in season 3 of sex education thats it thats the tweet https://t.co/YS7zbgkAap,upsidedoown
719,"10,06,2021 21:44",i’m on season 3 of sex education and everyone’s pissing me off,nicolerafiee
